###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57983.351437  20.511  1.254    23   28 o  0   6.60 266.37407 -29.31596  3003.63   573.44 2.92 2.61  83.7 -0.470 18.24 20.37 01a57983o0156o
57983.351963  18.001  0.225   229   51 o  0  52.06 266.37407 -29.31596  5514.52 10368.46 3.42 2.71 -75.0 -0.479 18.71 20.48 01a57983o0157o
57983.360259  20.220  1.192    30   35 o  0   1.82 266.37407 -29.31596  2987.11   725.04 2.94 2.63  70.0 -0.481 18.26 20.35 01a57983o0173o
57985.323850 -24.190 15.667    -1   12 c  0   0.94 266.37407 -29.31596  5938.00  3242.84 2.57 2.41  72.0 -0.424 19.43 21.19 02a57985o0189c
57985.332215  20.706  0.591    19   11 c  0   1.25 266.37407 -29.31596  5922.64  3204.36 2.67 2.50  72.4 -0.415 19.42 21.17 02a57985o0206c
57985.340121 -21.163  0.833   -12   10 c  0   1.20 266.37407 -29.31596  5974.76  3281.65 2.57 2.42  77.1 -0.426 19.46 21.14 02a57985o0222c
57985.348490 -22.579  3.250    -3   11 c  0   1.01 266.37407 -29.31596  5993.23  3165.29 2.56 2.39  77.3 -0.432 19.31 21.02 02a57985o0239c
57989.315598  21.721  1.500     7   11 c  0   0.87 266.37407 -29.31596  5501.05  1940.74 2.55 2.36  78.0 -0.420 19.51 21.16 02a57989o0168c
57989.324080  21.282  1.079    11   12 c  0   1.08 266.37407 -29.31596  5486.04  1902.99 2.55 2.38  81.8 -0.412 19.49 21.13 02a57989o0185c
57989.332034 -22.735  3.652    -3   11 c  0   1.22 266.37407 -29.31596  5538.18  1980.19 2.57 2.39  83.2 -0.413 19.48 21.12 02a57989o0201c
57989.340543 -22.390  2.607    -4   10 c  0   1.33 266.37407 -29.31596  5556.75  1862.32 2.71 2.55  82.6 -0.406 19.41 21.10 02a57989o0218c
57991.306593  11.719  0.000 74573   28 o  0 111400.69 266.37407 -29.31596  6187.34  5505.64 3.63 2.74 -84.7 -0.474 18.68 20.57 01a57991o0141o
57991.315583  11.837  0.001 66890   38 o  0 82125.33 266.37407 -29.31596  6222.13  5580.11 3.61 2.67 -86.2 -0.487 18.64 20.56 01a57991o0159o
57991.324088  12.180  0.001 48742   28 o  0 82808.76 266.37407 -29.31596  6154.16  5536.63 3.74 2.83 -86.2 -0.469 18.58 20.55 01a57991o0176o
57991.333093  12.167  0.001 49325   30 o  0 72219.79 266.37407 -29.31596  6136.11  5687.62 3.78 2.80 -86.5 -0.465 18.65 20.55 01a57991o0194o
57993.295199  21.993  3.619     6   21 o  0   0.73 266.37407 -29.31596  3224.39  4586.90 2.10 1.89  50.3 -0.502 18.67 19.80 02a57993o0130o
57993.303490  20.442  0.676    24   16 o  0   1.41 266.37407 -29.31596  3210.38  4547.46 2.03 1.83  52.7 -0.505 18.74 19.81 02a57993o0147o
57993.311769 -21.865  2.865    -6   19 o  0   1.20 266.37407 -29.31596  3262.89  4623.35 2.07 1.84  59.3 -0.506 18.75 19.82 02a57993o0164o
57993.320044 -22.560  8.150    -3   28 o  0   0.54 266.37407 -29.31596  3298.64  4507.13 2.01 1.84  53.6 -0.503 18.72 19.80 02a57993o0181o
57997.296087 -20.592  1.651   -21   35 o  0   1.34 266.37407 -29.31596  4403.90  6974.51 2.08 2.04  52.9 -0.500 18.22 18.77 02a57997o0130o
57997.304179  19.207  0.382    75   29 o  0   1.48 266.37407 -29.31596  4390.43  6934.71 2.21 2.16 -75.0 -0.495 18.17 18.74 02a57997o0146o
57997.312789 -20.484  1.493   -23   35 o  0   1.13 266.37407 -29.31596  4442.86  7011.32 2.24 2.20 -66.2 -0.496 18.17 18.71 02a57997o0163o
57997.320925 -20.809  2.803   -17   48 o  0   0.61 266.37407 -29.31596  4461.40  6892.42 2.17 2.10 -61.4 -0.507 18.13 18.68 02a57997o0179o
57999.312786 -18.299  0.721  -174  125 o  0   1.36 266.37407 -29.31596  6842.11  3290.61 3.42 3.12 -83.9 -0.428 16.84 17.58 01a57999o0164o
57999.320773  18.286  0.646   176  114 o  0   3.08 266.37407 -29.31596  6856.55  3359.75 3.43 3.05 -86.5 -0.449 16.92 17.71 01a57999o0180o
57999.328805  20.155  5.583    32  176 o  0   1.00 266.37407 -29.31596  6802.59  3312.18 3.38 3.00 -85.8 -0.443 16.61 17.72 01a57999o0196o
57999.336845  16.193  0.187  1210  226 o  0   4.61 266.37407 -29.31596  6766.24  3457.76 3.80 3.35 -84.3 -0.417 16.44 17.38 01a57999o0212o
58001.330735 -19.133  0.435   -81   35 o  0  19.69 266.37407 -29.31596  4332.72  7549.67 2.01 1.85  26.5 -0.565 18.03 18.59 02a58001o0201o
58001.337290 -18.963  0.463   -94   44 o  0   2.73 266.37407 -29.31596  4317.79  7509.53 2.00 1.85  28.5 -0.574 18.02 18.54 02a58001o0215o
58001.344383 -19.391  0.812   -64   52 o  0   0.72 266.37407 -29.31596  4386.29  7586.61 2.04 1.88  19.0 -0.576 17.93 18.48 02a58001o0230o
58001.351436 -18.600  0.382  -132   50 o  0   3.67 266.37407 -29.31596  4404.38  7469.61 2.21 2.05  18.3 -0.552 17.95 18.51 02a58001o0245o
58002.326748 -21.674  4.276    -8   33 o  0   1.13 266.37407 -29.31596  4404.37  5052.57 2.03 1.89 -69.7 -0.488 18.19 18.78 02a58002o0165o
58002.333979 -22.594 12.344    -3   41 o  0   0.89 266.37407 -29.31596  4388.51  5012.89 2.07 1.91 -66.5 -0.475 18.05 18.52 02a58002o0180o
58002.341222 -18.882  0.410  -102   42 o  0   0.93 266.37407 -29.31596  4439.10  5089.69 2.09 1.93 -71.3 -0.490 17.94 18.35 02a58002o0195o
58002.348548 -19.214  0.568   -75   43 o  0   1.16 266.37407 -29.31596  4456.16  4974.06 2.07 1.91 -70.2 -0.478 17.97 18.42 02a58002o0210o
58007.271550  20.967  1.597    15   24 o  0   1.61 266.37407 -29.31596  7903.77  3951.87 3.56 3.03 -87.8 -0.450 18.63 20.14 01a58007o0103o
58007.279378 -22.227  5.000    -5   23 o  0   2.03 266.37407 -29.31596  7918.91  4021.33 3.69 3.18 -87.6 -0.441 18.56 20.11 01a58007o0120o
58007.287217 -19.270  0.351   -71   25 o  0   1.85 266.37407 -29.31596  7866.64  3974.03 3.56 3.14 -87.1 -0.448 18.61 20.08 01a58007o0137o
58007.295510 -22.179  4.952    -5   24 o  0   1.04 266.37407 -29.31596  7849.04  4120.48 3.43 3.00 -85.5 -0.459 18.62 20.19 01a58007o0155o
58011.264910 -20.768  1.190   -18   21 o  0   1.22 266.37407 -29.31596  8046.24  3534.98 2.85 2.65  -2.0 -0.490 18.87 20.09 01a58011o0098o
58011.270426  20.806  1.486    17   26 o  0   0.45 266.37407 -29.31596  5160.95   746.39 2.26 2.13  71.8 -0.450 18.83 20.03 02a58011o0068o
58011.272732 -21.279  2.455   -11   28 o  0   1.01 266.37407 -29.31596  8061.99  3574.28 2.81 2.67  -3.0 -0.481 18.86 20.13 01a58011o0115o
58011.274114  16.053  0.029  1376   40 o  0 116.67 266.37407 -29.31596  7620.34 10450.85 2.45 2.19  49.1 -0.482 18.30 19.88 02a58011o0076o
58011.280082  20.778  1.553    18   28 o  0   0.56 266.37407 -29.31596  7991.39  3497.36 2.78 2.74 -56.2 -0.483 18.80 20.11 01a58011o0131o
58011.280092 -19.559  0.651   -54   36 o  0   3.69 266.37407 -29.31596  5144.62   706.49 2.25 2.13  71.8 -0.441 18.93 20.19 02a58011o0089o
58011.283758  18.436  0.229   153   35 o  0  13.62 266.37407 -29.31596  7604.09 10410.51 2.48 2.23  44.7 -0.479 18.43 19.98 02a58011o0097o
58011.287885  20.627  1.231    20   25 o  0   0.80 266.37407 -29.31596  7975.39  3614.58 2.73 2.67 -67.6 -0.498 18.84 20.13 01a58011o0148o
58011.289740  20.721  1.882    19   35 o  0   0.54 266.37407 -29.31596  5197.51   783.68 2.40 2.28  78.2 -0.441 18.93 20.21 02a58011o0110o
58011.293443  17.824  1.863   270  502 o  0   0.74 266.37407 -29.31596  7654.30 10489.15 2.38 2.19  41.1 -0.479 18.29 19.72 02a58011o0118o
58011.299832 -17.379  0.277  -406  112 o  0   1.59 266.37407 -29.31596  5216.77   665.29 2.31 2.19  82.5 -0.430 18.48 19.62 02a58011o0132o
58011.303533  17.345  4.161   419 1743 o  0   0.03 266.37407 -29.31596  7671.48 10370.82 2.31 2.15  29.1 -0.490 17.27 18.28 02a58011o0140o
58013.259268 -23.153  7.438    -2   15 c  0   0.67 266.37407 -29.31596  2721.79  5545.20 2.43 2.40  68.6 -0.418 19.42 20.90 02a58013o0098c
58013.267720  25.395 67.500     0   17 c  0   0.50 266.37407 -29.31596  2706.35  5504.94 2.47 2.39 -84.5 -0.416 19.43 20.91 02a58013o0116c
58013.275599 -20.868  0.854   -16   14 c  0   0.67 266.37407 -29.31596  2759.29  5581.70 2.53 2.42 -87.0 -0.422 19.41 20.91 02a58013o0133c
58013.283976 -20.650  1.043   -20   21 c  0   0.58 266.37407 -29.31596  2777.80  5463.69 2.53 2.42 -74.5 -0.414 19.30 20.76 02a58013o0151c
58015.258058  11.649  0.001 79500   40 o  0 50671.83 266.37407 -29.31596  6507.33  5522.86 3.44 3.26 -74.9 -0.427 18.58 20.20 01a58015o0082o
58015.265875  20.697  1.542    19   29 o  0   7.24 266.37407 -29.31596  6523.69  5561.65 3.17 2.94 -81.1 -0.446 18.63 20.18 01a58015o0099o
58015.273693  18.404  0.284   158   45 o  0  15.70 266.37407 -29.31596  6471.26  5484.67 3.09 2.82 -88.0 -0.468 18.58 20.14 01a58015o0116o
58015.281045  22.602 10.882     3   36 o  0   4.76 266.37407 -29.31596  6454.89  5601.30 3.13 2.84 -83.9 -0.464 18.57 20.11 01a58015o0132o
58017.281973 -20.582  0.811   -21   17 c  0   1.28 266.37407 -29.31596  3162.60  6685.09 2.57 2.41  50.2 -0.495 19.22 20.62 02a58017o0008c
58021.232324  22.852  5.850     3   15 c  0   1.11 266.37407 -29.31596  4699.08  6855.35 2.51 2.43  61.6 -0.443 19.16 20.44 02a58021o0041c
58021.239761  20.932  1.098    15   17 c  0   0.68 266.37407 -29.31596  4683.53  6817.06 2.43 2.36  63.9 -0.446 19.18 20.46 02a58021o0057c
58021.247665  23.342 11.308     2   19 c  0   0.58 266.37407 -29.31596  4752.78  6893.63 2.44 2.40  83.8 -0.448 19.14 20.44 02a58021o0074c
58021.255573 -20.493  0.684   -23   16 c  0   1.09 266.37407 -29.31596  4769.95  6774.80 2.44 2.39  84.0 -0.452 19.13 20.43 02a58021o0091c
58029.233096 -20.542  1.343   -22   30 o  0   1.16 266.37407 -29.31596  4811.98  6660.27 2.39 2.16  61.9 -0.531 18.26 18.96 02a58029o0074o
58029.240466 -20.236  1.433   -29   42 o  0   1.80 266.37407 -29.31596  4798.63  6619.72 2.30 2.05  58.8 -0.527 18.25 18.94 02a58029o0090o
58029.247880  20.849  2.125    17   35 o  0   0.98 266.37407 -29.31596  4867.94  6696.02 2.38 2.14  61.8 -0.485 18.21 18.87 02a58029o0106o
58029.255201 -19.308  0.496   -69   34 o  0   0.85 266.37407 -29.31596  4887.48  6578.85 2.25 2.00  66.4 -0.538 18.15 18.84 02a58029o0122o
58031.258124  12.798  0.004 27589  101 o  0 1790.84 266.37407 -29.31596  6689.46  5808.92 3.57 3.31 -87.8 -0.424 17.73 18.39 01a58031o0134o
58031.265014  15.335  0.036  2667   95 o  0  27.17 266.37407 -29.31596  6702.01  5870.61 3.56 3.13 -89.9 -0.420 17.53 18.13 01a58031o0149o
58031.272383  19.131  1.298    81  105 o  0   1.17 266.37407 -29.31596  6646.72  5818.23 3.67 3.15 -87.3 -0.443 17.64 18.25 01a58031o0165o
58033.232223  24.338 44.833     1   30 o  0  15.46 266.37407 -29.31596  3924.67  7838.39 2.20 2.14 -59.7 -0.487 18.37 19.02 02a58033o0072o
58033.235082 -18.700  0.384  -120   46 o  0   4.15 266.37407 -29.31596  3908.61  7798.00 2.36 2.26 -55.4 -0.485 18.30 18.94 02a58033o0078o
58033.244199 -19.029  0.504   -89   45 o  0   0.58 266.37407 -29.31596  3962.06  7870.06 2.20 2.10 -51.5 -0.499 18.25 18.77 02a58033o0097o
58033.252899 -19.611  0.952   -52   49 o  0   0.58 266.37407 -29.31596  3981.46  7753.00 2.15 2.05 -64.2 -0.512 18.11 18.63 02a58033o0115o
58039.214503 -21.108  2.368   -13   31 o  0   1.39 266.37407 -29.31596  5998.24  2698.05 3.52 2.88   2.9 -0.463 18.44 19.67 01a58039o0041o
58039.222393  22.940 11.667     2   28 o  0   0.58 266.37407 -29.31596  6010.73  2765.50 3.07 2.88  71.6 -0.454 18.44 19.67 01a58039o0058o
58039.230294 -19.913  0.655   -39   26 o  0   1.18 266.37407 -29.31596  5958.35  2718.77 3.23 2.96  88.7 -0.458 18.43 19.58 01a58039o0075o
58043.212979 -21.149  3.204   -13   40 o  0   1.25 266.37407 -29.31596  4247.15  4400.19 2.97 2.75 -89.9 -0.478 18.09 19.32 01a58043o0046o
58043.220853 -23.648 24.600    -1   31 o  0   1.03 266.37407 -29.31596  4192.89  4350.50 3.28 3.05 -87.7 -0.458 18.21 19.58 01a58043o0063o
58043.228792  11.411  0.001 99025   67 o  0 46198.36 266.37407 -29.31596  4173.06  4494.22 3.59 3.23 -84.6 -0.419 17.58 18.88 01a58043o0080o
58047.197453  19.967  1.406    37   53 o  0   1.68 266.37407 -29.31596  6923.03  4843.66 3.34 2.93 -84.8 -0.457 17.62 18.04 01a58047o0016o
58047.201575  19.625  0.675    51   35 o  0   1.29 266.37407 -29.31596  6938.39  4897.21 3.63 3.12 -83.2 -0.453 18.05 19.03 01a58047o0025o
58047.207623  20.650  1.588    20   32 o  0   2.05 266.37407 -29.31596  6885.30  4840.65 3.91 3.39 -83.0 -0.464 18.23 19.55 01a58047o0038o
58047.215526  18.156  0.203   198   40 o  0   1.34 266.37407 -29.31596  6865.06  4983.65 4.21 3.60 -82.8 -0.385 18.24 19.65 01a58047o0055o
58181.605074 -19.469  2.330   -59  138 o  0   1.93 266.37407 -29.31596  4279.18  5687.26 2.40 2.31  43.3 -0.484 16.90 17.34 02a58181o0830o
58193.600438  21.668  1.607     8   12 c  0   0.97 266.37407 -29.31596  4227.59  2441.73 2.59 2.30  48.9 -0.414 19.21 20.98 02a58193o0793c
58193.609653  22.051  2.465     6   14 c  0   0.60 266.37407 -29.31596  4174.45  2404.23 2.59 2.33  48.8 -0.411 19.23 21.01 02a58193o0813c
58193.611936  23.851 13.750     1   14 c  0   0.51 266.37407 -29.31596  4240.81  2481.90 2.64 2.35  49.2 -0.407 19.21 21.01 02a58193o0818c
58193.620811 -21.331  1.265   -11   14 c  0   0.56 266.37407 -29.31596  4154.63  2522.95 2.61 2.33  47.6 -0.416 19.24 21.02 02a58193o0837c
58197.603158  19.938  0.528    38   20 c  0   0.92 266.37407 -29.31596  7147.47  2466.38 2.76 2.48  51.7 -0.412 18.97 20.68 02a58197o0185c
58197.616875  23.164  8.636     2   17 c  0   1.05 266.37407 -29.31596  7160.22  2508.26 2.76 2.44  53.9 -0.409 19.05 20.81 02a58197o0215c
58197.622822  19.003  2.026    91  184 c  0   0.78 266.37407 -29.31596  7107.43  2431.04 2.85 2.46  50.5 -0.408 17.41 19.24 02a58197o0228c
58197.624192  18.208  3.414   189  646 c  0   0.55 266.37407 -29.31596  7073.30  2547.70 2.78 2.43  50.7 -0.409 17.27 19.10 02a58197o0231c
58207.511420  16.124  0.089  1290  115 o  0  52.95 266.37407 -29.31596  5388.07  8532.32 5.38 4.07 -85.3 -0.318 17.63 18.67 01a58207o0532o
58207.511879  15.199  0.036  3023  109 o  0 159.84 266.37407 -29.31596  5402.70  8414.75 5.26 3.96 -84.6 -0.333 17.60 18.67 01a58207o0533o
58209.533663  20.159  1.785    31   56 o  0   0.53 266.37407 -29.31596  7591.36  3763.19 2.29 2.07  48.6 -0.475 17.98 18.47 02a58209o0642o
58209.541665 -20.471  1.864   -24   44 o  0   1.07 266.37407 -29.31596  7607.30  3803.99 2.30 2.11  50.5 -0.474 18.08 18.50 02a58209o0659o
58209.549585 -19.531  0.767   -56   43 o  0   0.93 266.37407 -29.31596  7557.06  3707.96 2.44 2.24  51.4 -0.452 18.01 18.51 02a58209o0676o
58209.560223 -19.063  0.806   -86   69 o  0   0.96 266.37407 -29.31596  7540.11  3825.48 2.28 2.12  58.2 -0.482 17.25 17.56 02a58209o0693o
58219.558582  12.348  0.001 41771   29 o  0 47716.47 266.37407 -29.31596  3292.12  5148.91 3.43 3.17 -88.2 -0.462 18.65 20.33 01a58219o0229o
58219.566826  14.069  0.003  8561   25 o  0 2725.93 266.37407 -29.31596  3249.18  5082.44 3.40 3.21  85.8 -0.455 18.60 20.30 01a58219o0247o
58219.570034  12.978  0.001 23380   31 o  0 16771.14 266.37407 -29.31596  3315.39  5148.95 3.01 2.95  -5.9 -0.466 18.76 20.34 01a58219o0254o
58219.578738  11.918  0.000 62071   10 o  0 27880.58 266.37407 -29.31596  3324.62  5003.57 4.97 3.04   1.6 -0.454 18.54 20.31 01a58219o0273o
58223.540645 -20.347  1.041   -26   28 o  0   1.09 266.37407 -29.31596  3923.98  5465.74 3.76 3.42  86.4 -0.412 18.55 20.15 01a58223o0489o
58223.548463 -20.052  0.707   -35   24 o  0   0.94 266.37407 -29.31596  3899.70  5400.88 3.19 3.07   7.8 -0.440 18.61 20.17 01a58223o0506o
58223.556276 -20.259  0.975   -29   28 o  0   1.03 266.37407 -29.31596  3959.51  5452.10 3.49 3.24  15.5 -0.417 18.59 20.13 01a58223o0523o
58223.564081 -19.964  0.730   -38   27 o  0   0.72 266.37407 -29.31596  3968.54  5309.42 3.24 3.01  27.2 -0.456 18.67 20.19 01a58223o0540o
58225.536301  20.025  1.126    36   40 c  0   0.76 266.37407 -29.31596  6750.71  2480.90 2.78 2.70  69.4 -0.391 18.32 19.83 02a58225o0675c
58225.544968  19.707  0.688    48   33 c  0   0.87 266.37407 -29.31596  6766.08  2520.58 2.77 2.66  64.4 -0.399 18.42 19.91 02a58225o0694c
58225.559587 -19.691  0.889   -48   43 c  0   0.79 266.37407 -29.31596  6693.18  2444.81 2.84 2.69 -62.8 -0.391 18.19 19.65 02a58225o0726c
58225.569628  20.015  1.292    36   46 c  0   0.93 266.37407 -29.31596  6674.06  2562.35 2.76 2.62 -68.4 -0.395 17.98 19.47 02a58225o0748c
58229.534696  14.369  1.299  6495 8440 o  0   0.59 266.37407 -29.31596  7861.45  4602.38 2.26 2.19 -58.4 -0.413 13.49 14.64 02a58229o0581o
58229.542536 -17.514  4.265  -358 1529 o  0   0.24 266.37407 -29.31596  7875.21  4643.48 2.46 2.27 -45.9 -0.427 16.45 17.50 02a58229o0598o
58229.550335 -15.740  1.608 -1837 2954 o  0   0.14 266.37407 -29.31596  7823.25  4567.00 2.43 2.24 -45.0 -0.435 15.98 16.97 02a58229o0615o
58229.558186  18.503  8.089   144 1166 o  0   0.60 266.37407 -29.31596  7787.83  4683.96 2.65 2.41 -44.5 -0.404 16.98 17.98 02a58229o0632o
58245.513290  24.655 119.000     0   59 o  0   0.56 266.37407 -29.31596  4453.40  3993.30 1.99 1.89 -36.8 -0.470 17.71 18.27 02a58245o0622o
58245.514657  19.049  0.613    87   53 o  0   2.14 266.37407 -29.31596  4402.27  3916.77 2.08 1.88 -41.6 -0.463 17.69 18.27 02a58245o0625o
58250.505986 -20.131  0.422   -32   14 c  0   0.69 266.37407 -29.31596  7690.07  3675.51 2.63 2.53  89.2 -0.423 19.42 21.06 02a58250o0571c
58250.513744 -21.065  0.926   -14   13 c  0   0.99 266.37407 -29.31596  7655.81  3637.26 2.90 2.75  67.7 -0.405 19.33 21.07 02a58250o0588c
58250.516023  21.355  1.492    10   16 c  0   0.71 266.37407 -29.31596  7705.03  3715.54 2.93 2.75  72.8 -0.410 19.35 21.06 02a58250o0593c
58250.522410  21.352  1.349    10   14 c  0   0.74 266.37407 -29.31596  7616.88  3752.79 2.89 2.75 -61.6 -0.398 19.38 21.07 02a58250o0607c
58255.485178  11.072  0.001 135272   83 o  0 61442.05 266.37407 -29.31596  5850.50  6272.36 3.75 3.01  83.5 -0.414 17.48 18.99 01a58255o0289o
58255.487468  13.071  0.011 21461  239 o  0 249.39 266.37407 -29.31596  5866.56  6302.09 3.12 2.81  82.9 -0.438 17.61 18.98 01a58255o0294o
58255.509454 -19.954  0.678   -38   26 o  0   1.12 266.37407 -29.31596  5918.96  6143.25 3.21 2.78 -89.5 -0.443 18.41 20.02 01a58255o0342o
58257.489985 -20.562  0.613   -22   13 c  0   1.01 266.37407 -29.31596  7064.39  3304.09 2.79 2.73 -78.0 -0.403 19.31 21.06 02a58257o0554c
58257.497743  22.511  3.909     4   14 c  0   0.90 266.37407 -29.31596  7080.46  3342.18 2.94 2.69 -49.9 -0.400 19.33 21.10 02a58257o0571c
58257.502761 -22.322  2.714    -4   12 c  0   0.99 266.37407 -29.31596  7028.99  3265.68 2.74 2.69 -65.0 -0.407 19.36 21.06 02a58257o0582c
58257.511916  21.142  1.025    13   13 c  0   0.86 266.37407 -29.31596  7010.11  3383.06 2.86 2.66 -52.9 -0.395 19.37 21.04 02a58257o0602c
58259.484828  20.327  0.713    27   19 o  0   1.59 266.37407 -29.31596  6002.67  6751.29 3.00 2.77  88.6 -0.455 18.68 20.28 01a58259o0546o
58259.489403 -21.020  1.513   -14   22 o  0   0.91 266.37407 -29.31596  5965.04  6696.73 3.04 2.84 -89.2 -0.437 18.77 20.35 01a58259o0556o
58259.497645  20.680  1.232    19   24 o  0   0.95 266.37407 -29.31596  6027.43  6723.49 3.41 2.81 -88.4 -0.437 18.70 20.31 01a58259o0574o
58259.499478 -20.609  0.980   -21   20 o  0   1.54 266.37407 -29.31596  6043.52  6600.27 3.34 2.91  76.2 -0.429 18.65 20.30 01a58259o0578o
58261.462576 -20.668  0.935   -20   18 o  0   0.63 266.37407 -29.31596  7003.20  2389.43 2.12 1.99 -62.8 -0.466 18.86 19.89 02a58261o0516o
58261.464857 -20.622  1.041   -20   21 o  0   0.73 266.37407 -29.31596  6982.82  2349.58 2.63 2.01 -50.3 -0.439 18.82 19.90 02a58261o0521o
58261.471708 -22.596  5.606    -3   19 o  0   0.73 266.37407 -29.31596  6934.63  2311.14 2.19 1.99 -54.7 -0.459 18.81 19.92 02a58261o0536o
58261.485447 -20.293  0.692   -28   19 o  0   0.83 266.37407 -29.31596  6912.84  2429.37 2.29 2.02 -53.9 -0.457 18.93 20.01 02a58261o0566o
58263.473767  17.853  0.425   262  111 o  0   2.14 266.37407 -29.31596  4665.27  8172.35 2.95 2.90 -14.0 -0.449 17.63 18.40 01a58263o0515o
58263.489306  17.060  0.157   544   86 o  0   9.80 266.37407 -29.31596  4639.71  8077.43 3.18 2.70 -88.4 -0.466 17.36 18.34 01a58263o0547o
58263.496637  15.407  0.078  2496  194 o  0   8.79 266.37407 -29.31596  4705.88  8011.30 3.06 2.81  86.5 -0.472 17.05 17.80 01a58263o0563o
58263.498701  16.892  0.188   636  119 o  0   2.61 266.37407 -29.31596  5941.11  2163.23 3.16 2.82  -9.2 -0.467 17.47 18.44 01a58263o0567o
58271.535943  20.949  1.965    15   30 o  0   1.21 266.37407 -29.31596  5429.05  3624.38 2.82 2.70 -89.2 -0.488 18.07 19.07 01a58271o0649o
58271.544307 -19.814  0.671   -43   29 o  0   1.36 266.37407 -29.31596  5464.62  3695.36 2.82 2.63 -80.6 -0.490 18.10 19.05 01a58271o0667o
58271.553107 -21.129  7.355   -13   94 o  0   1.25 266.37407 -29.31596  5397.24  3653.00 2.97 2.83 -67.2 -0.484 17.15 18.50 01a58271o0686o
58273.455821 -19.665  0.388   -49   19 o  0   1.56 266.37407 -29.31596  6642.98  3617.77 2.45 2.08 -47.9 -0.463 18.59 19.56 02a58273o0474o
58273.464234 -20.839  1.441   -17   24 o  0   0.77 266.37407 -29.31596  3795.99  6781.82 2.44 2.23 -34.3 -0.420 18.69 19.60 02a58273o0492o
58273.468080 -20.584  1.363   -21   29 o  0   0.41 266.37407 -29.31596  6590.89  3579.48 2.53 2.04 -45.0 -0.471 18.68 19.61 02a58273o0500o
58273.476401 -20.183  0.877   -31   27 o  0   1.02 266.37407 -29.31596  6567.83  3696.39 2.90 2.22 -42.9 -0.453 18.66 19.60 02a58273o0517o
58274.520074 -16.836  0.110  -669   74 o  0   7.89 266.37407 -29.31596  4315.52  6489.18 2.33 2.19  74.9 -0.481 18.07 19.11 02a58274o0572o
58274.528273 -18.567  0.262  -136   36 o  0   2.91 266.37407 -29.31596  4350.56  6469.26 2.36 2.12  79.0 -0.491 18.40 19.25 02a58274o0589o
58274.536028 -19.401  0.370   -63   23 o  0   1.58 266.37407 -29.31596  4279.82  6449.55 2.51 2.28 -69.8 -0.419 18.62 19.54 02a58274o0605o
58274.538279  21.372  2.483    10   26 o  0   1.78 266.37407 -29.31596  4370.24  6527.39 2.22 2.16 -79.9 -0.460 18.57 19.46 02a58274o0609o
58275.445100 -19.455  0.352   -60   21 o  0   1.24 266.37407 -29.31596  3462.55  6315.57 2.89 2.64  86.7 -0.498 18.74 20.10 01a58275o0473o
58275.455470 -20.288  0.752   -28   21 o  0   1.16 266.37407 -29.31596  7207.29  4037.06 3.26 2.78 -85.6 -0.444 18.65 20.04 01a58275o0495o
58275.456851  21.585  2.714     8   23 o  0   1.00 266.37407 -29.31596  7140.35  3964.69 3.30 2.81 -85.0 -0.443 18.62 20.02 01a58275o0498o
58275.470886 -19.936  0.760   -38   29 o  0   0.67 266.37407 -29.31596  3504.36  6142.99 2.95 2.67  82.8 -0.477 18.63 19.99 01a58275o0528o
58279.438458  21.097  1.691    13   22 o  0   1.13 266.37407 -29.31596  4116.37  7283.94 3.18 2.74 -87.0 -0.463 18.79 20.35 01a58279o0434o
